i_load,i_grid,i_ibr_potential,ibr_active,i_fault,is_pickup_target,tms_target
332.2802553433188,2198.6230360445306,1175.0801557882646,0,2198.6230360445306,415.3503191791485,0.0726234168102088
793.0453410945995,6242.889015677279,779.0295064667944,0,6242.889015677279,991.3066763682493,0.08033383183888353
285.05492307455455,5366.750875824514,1266.7093082534634,1,6633.460184077978,370.57139999692095,0.10606008545690136
1027.3127481131653,6621.360802135743,1330.9220834428372,1,7952.28288557858,1335.506572547115,0.06487008007220937
727.8447817114538,2770.0336436878474,1407.2977458755568,1,4177.331389563404,946.19821622489,0.05383026032654439
1169.9458187595505,2305.9627835053,998.5879728041015,0,2305.9627835053,1462.432273449438,0.05
543.6327221439244,2377.0423355545045,946.92634561355,0,2377.0423355545045,679.5409026799055,0.05434313525072778
1003.808713166096,3602.867796542185,1023.7268406339583,1,4626.594637176143,1304.9513271159249,0.05
706.4784381989223,7308.691644496347,327.1548014689683,1,7635.846445965315,918.421969658599,0.0772660526655878
274.0039951341078,6542.585019667869,1200.2960746840956,0,6542.585019667869,342.50499391763475,0.13022362962155024
1128.0078551238641,2818.5391110051914,529.4514047386624,1,3347.990515743854,1466.4102116610234,0.05
242.6290186626357,4332.0389866749465,1007.3841841332797,1,5339.423170808226,315.41772426142643,0.1039477499719693
220.72968901311944,4077.8406397016597,495.44956530365494,1,4573.290205005314,286.9485957170553,0.10167057074913062
295.7378864180767,5865.265384706307,1398.932240873648,1,7264.197625579955,384.4592523434997,0.10810580581986877
1116.8067942338496,5662.821492037696,877.2456839939297,0,5662.821492037696,1396.008492792312,0.06086134562502938
1068.1787233679484,5263.504829801766,1485.3236131413269,1,6748.828442943093,1388.6323403783329,0.05736829798366324
205.97037537522604,6288.260568696092,362.7948581169809,0,6288.260568696092,257.4629692190326,0.1414238924946441
685.0854498203767,3451.010344964592,1226.016298918912,0,3451.010344964592,856.3568122754708,0.060571796826345115
429.83960357928146,3617.3877613282343,1128.960910496081,1,4746.348671824315,558.7914846530659,0.07806366776069598
1050.234667697567,4340.75663925031,1006.2843302881213,1,5347.040969538431,1365.305068006837,0.05
991.6470600087107,2045.8561733619522,610.9581027371249,1,2656.8142760990772,1289.141178011324,0.05
805.4195571693631,7928.86692659209,629.7168648221175,0,7928.86692659209,1006.7744464617039,0.09029749763368883
1182.60199424593,3275.982055456647,876.1715525957316,0,3275.982055456647,1478.2524928074124,0.05
694.3034941066396,5355.007026591685,1301.4793779052998,1,6656.4864044969845,902.5945423386315,0.07280477670366221
451.0761625808985,5985.074344035853,1200.8595956072552,1,7185.933939643108,586.399011355168,0.09177632079863542
221.51369650644264,2631.4786623722443,325.63423407953076,0,2631.4786623722443,276.8921206330533,0.09870613978462829
525.3122622393864,6271.459692059412,533.5943069696605,1,6805.053999029073,682.9059409112024,0.08402643559791938
283.8305584172914,5324.391290862699,889.7079686766084,0,5324.391290862699,354.7881980216142,0.11928158551303976
824.9076908998937,6837.131914990926,589.7311766161647,0,6837.131914990926,1031.1346136248671,0.08262641962020169
283.9413054866772,3127.8968124761896,849.3673877652843,0,3127.8968124761896,354.9266318583465,0.09532535662444877
886.9047479152164,6974.673205431729,1243.358704470506,0,6974.673205431729,1108.6309348940204,0.08028871142367323
775.7812506765368,2795.83339991938,981.7859196635717,0,2795.83339991938,969.726563345671,0.05
565.0483880806482,3655.5633945149793,1454.4455148541126,1,5110.008909369092,734.5629045048428,0.07063556006786573
864.0931474915876,5850.526744523877,1464.9664709848205,0,5850.526744523877,1080.1164343644846,0.07364271068822915
851.00603267392,2881.252195716535,798.3608104072698,0,2881.252195716535,1063.7575408424,0.05
814.7126210559177,3987.8356427264266,1053.7905189009743,0,3987.8356427264266,1018.3907763198971,0.05930693931509086
336.1125736196277,7115.345295243522,850.9816717905121,0,7115.345295243522,420.14071702453464,0.12475745024778137
1169.956974732017,5287.754279206985,1004.6171207583484,0,5287.754279206985,1462.4462184150211,0.05579764704066847
1029.160358234944,7102.816758363253,842.8507743895819,1,7945.667532752835,1337.9084657054273,0.0647727751924795
258.91168007204607,3021.4551306653543,497.92944977942676,1,3519.384580444781,336.5851840936599,0.08582698125228573
1081.5154099331644,6446.805226278387,586.6346618518328,0,6446.805226278387,1351.8942624164556,0.06800292457906523
706.493127537617,3410.00045316833,914.5628932210293,1,4324.563346389359,918.4410657989022,0.05620159522813004
724.5001205857114,5181.66003199616,494.40153108834016,0,5181.66003199616,905.6251507321393,0.07607298986433134
980.1105618554149,4488.776200729632,832.7154560018039,1,5321.491656731436,1274.1437304120393,0.05178962592512373
866.703234823897,7186.084989654595,1275.4182942545456,0,7186.084989654595,1083.3790435298713,0.08264213356983272
261.89289336292046,4306.595891962677,677.7265667128777,1,4984.322458675555,340.4607613717966,0.09846729660275792
360.1012947682781,7933.620753611818,668.9688848926469,0,7933.620753611818,450.1266184603476,0.12656847953276038
643.242248991513,2860.5294625882657,780.8448720091721,0,2860.5294625882657,804.0528112393912,0.055086011623329975
629.3958579745442,3508.406348287941,676.7439041529988,0,3508.406348287941,786.7448224681802,0.0650394990246515
1114.7478259298932,4533.451675902905,1266.2400104802773,0,4533.451675902905,1393.4347824123665,0.0511602491745349
1008.4870312156869,4530.276764762992,467.29368520133545,0,4530.276764762992,1260.6087890196086,0.05552965418514846
